"","athlete","team","avg_pts","exp_pts","n","event_id","task"
"24350","Margarita FOMINA","Russia","3.7931","3.2417","29",9,"TAKE-OUT"
"24351","Vicky PERSINGER","United States","3.2222","3.253","27",9,"TAKE-OUT"
"24352","ZHANG Lijun","China","3.2222","3.2399","27",9,"TAKE-OUT"
"24353","YANG Tae I","Korea","3.4583","3.167","24",9,"TAKE-OUT"
"24354","Tori KOANA","Japan","2.7826","3.175","23",9,"TAKE-OUT"
"24355","Sophie JACKSON","Scotland","3.3043","3.2538","23",9,"TAKE-OUT"
"24356","Agnes KNOCHENHAUER","Sweden","3.3043","3.2118","23",9,"TAKE-OUT"
"24357","Yulia PORTUNOVA","Russia","3.2727","3.1599","22",9,"TAKE-OUT"
"24358","JIANG Yilun","China","2.9091","3.2318","22",9,"TAKE-OUT"
"24359","Darcy ROBERTSON","Canada","2.3182","3.1424","22",9,"TAKE-OUT"
"24360","Mili SMITH","Scotland","3.8636","3.2791","22",9,"TAKE-OUT"
"24361","KIM Minji","Korea","3.6190","3.2558","21",9,"TAKE-OUT"
"24362","Cory CHRISTENSEN","United States","2.9231","3.3361","13",9,"TAKE-OUT"
"24363","Theresa CANNON","Canada","3.0000","3.2315","12",9,"TAKE-OUT"
"24364","Madison BEAR","United States","4.0000","3.356","8",9,"TAKE-OUT"
"24365","Sophie SINCLAIR","Scotland","4.0000","3.2604","8",9,"TAKE-OUT"
"24366","Sofia MABERGS","Sweden","3.4286","3.092","7",9,"TAKE-OUT"
"24367","JIANG Xindi","China","3.1429","3.3113","7",9,"TAKE-OUT"
"24368","Julia GUZIEVA","Russia","2.4000","2.9178","5",9,"TAKE-OUT"
"24369","Arisa KOTANI","Japan","3.2000","3.1673","5",9,"TAKE-OUT"
"24370","KIM Su Jin","Korea","3.0000","3.2669","4",9,"TAKE-OUT"
"24371","Theresa CANNON","Canada","3.8868","3.6132","53",9,"FRONT"
"24372","Madison BEAR","United States","3.7391","3.5984","46",9,"FRONT"
"24373","JIANG Xindi","China","3.6744","3.6159","43",9,"FRONT"
"24374","Sofia MABERGS","Sweden","3.5897","3.5878","39",9,"FRONT"
"24375","Sophie SINCLAIR","Scotland","3.5000","3.613","36",9,"FRONT"
"24376","Arisa KOTANI","Japan","3.8571","3.6055","35",9,"FRONT"
"24377","Julia GUZIEVA","Russia","3.7353","3.5937","34",9,"FRONT"
"24378","KIM Su Jin","Korea","3.5600","3.5845","25",9,"FRONT"
"24379","DONG Ziqi","China","3.5000","3.5621","8",9,"FRONT"
"24380","Karen KLEIN","Canada","4.0000","3.6375","5",9,"FRONT"
"24381","Vanessa FOSTER","Canada","4.0000","3.5986","4",9,"FRONT"
"24382","ZHANG Lijun","China","4.0000","3.7443","4",9,"FRONT"
"24383","Jenna MARTIN","United States","4.0000","3.6416","3",9,"FRONT"
"24384","Mili SMITH","Scotland","4.0000","3.5817","3",9,"FRONT"
"24385","Vicky PERSINGER","United States","4.0000","3.4678","2",9,"FRONT"
"24386","Cory CHRISTENSEN","United States","4.0000","3.6358","2",9,"FRONT"
"24387","Margarita FOMINA","Russia","4.0000","3.6611","2",9,"FRONT"
"24388","Junko NISHIMURO","Japan","2.0000","3.7363","1",9,"FRONT"
"24389","Mao ISHIGAKI","Japan","3.0000","3.7133","1",9,"FRONT"
"24390","YANG Tae I","Korea","4.0000","3.4963","1",9,"FRONT"
"24391","Agnes KNOCHENHAUER","Sweden","1.0000","3.5032","1",9,"FRONT"
"24392","Naomi BROWN","Scotland","4.0000","3.6506","1",9,"FRONT"
"24393","Darcy ROBERTSON","Canada","4.0000","3.554","1",9,"FRONT"
"24394","Yulia PORTUNOVA","Russia","3.0000","3.5811","1",9,"FRONT"
"24395","Sara McMANUS","Sweden","4.0000","3.4904","1",9,"FRONT"
"24396","YANG Tae I","Korea","3.0000","2.9798","22",9,"HIT-ROLL"
"24397","KIM Minji","Korea","2.7647","3.0081","17",9,"HIT-ROLL"
"24398","KIM Hyerin","Korea","3.3750","3.0348","16",9,"HIT-ROLL"
"24399","Naomi BROWN","Scotland","3.4167","3.0556","12",9,"HIT-ROLL"
"24400","Sara McMANUS","Sweden","2.8333","3.0753","12",9,"HIT-ROLL"
"24401","ZHANG Lijun","China","3.1818","3.056","11",9,"HIT-ROLL"
"24402","Mao ISHIGAKI","Japan","3.2727","2.9445","11",9,"HIT-ROLL"
"24403","Junko NISHIMURO","Japan","3.0909","3.0264","11",9,"HIT-ROLL"
"24404","Mili SMITH","Scotland","2.5000","2.966","10",9,"HIT-ROLL"
"24405","Sophie JACKSON","Scotland","2.4000","2.8932","10",9,"HIT-ROLL"
"24406","Cory CHRISTENSEN","United States","3.0000","2.8668","9",9,"HIT-ROLL"
"24407","Tori KOANA","Japan","3.5556","3.087","9",9,"HIT-ROLL"
"24408","DONG Ziqi","China","3.1111","2.9972","9",9,"HIT-ROLL"
"24409","Anna SIDOROVA","Russia","3.3750","3.0656","8",9,"HIT-ROLL"
"24410","JIANG Yilun","China","3.1250","3.0697","8",9,"HIT-ROLL"
"24411","Agnes KNOCHENHAUER","Sweden","3.1250","2.9777","8",9,"HIT-ROLL"
"24412","Vanessa FOSTER","Canada","3.0000","2.9314","7",9,"HIT-ROLL"
"24413","Darcy ROBERTSON","Canada","2.8333","2.819","6",9,"HIT-ROLL"
"24414","Margarita FOMINA","Russia","3.5000","3.156","6",9,"HIT-ROLL"
"24415","Anna HASSELBORG","Sweden","2.5000","2.9997","4",9,"HIT-ROLL"
"24416","Jenna MARTIN","United States","3.7500","2.9521","4",9,"HIT-ROLL"
"24417","Vicky PERSINGER","United States","2.0000","3.0498","3",9,"HIT-ROLL"
"24418","Sophie SINCLAIR","Scotland","3.3333","3.0841","3",9,"HIT-ROLL"
"24419","Karen KLEIN","Canada","2.3333","3.0922","3",9,"HIT-ROLL"
"24420","Arisa KOTANI","Japan","3.3333","2.9114","3",9,"HIT-ROLL"
"24421","Julia GUZIEVA","Russia","3.0000","2.888","2",9,"HIT-ROLL"
"24422","Yulia PORTUNOVA","Russia","3.5000","3.0005","2",9,"HIT-ROLL"
"24423","Sofia MABERGS","Sweden","3.5000","2.8655","2",9,"HIT-ROLL"
"24424","Madison BEAR","United States","2.0000","3.0727","2",9,"HIT-ROLL"
"24425","JIANG Xindi","China","4.0000","2.8353","1",9,"HIT-ROLL"
"24426","KIM Su Jin","Korea","2.0000","2.7391","1",9,"HIT-ROLL"
"24427","Yulia PORTUNOVA","Russia","3.0000","3.382","22",9,"GUARD"
"24428","Cory CHRISTENSEN","United States","3.0667","3.3499","15",9,"GUARD"
"24429","Margarita FOMINA","Russia","3.7333","3.4082","15",9,"GUARD"
"24430","Agnes KNOCHENHAUER","Sweden","3.3571","3.3799","14",9,"GUARD"
"24431","Anna HASSELBORG","Sweden","3.3571","3.3185","14",9,"GUARD"
"24432","Vicky PERSINGER","United States","3.5714","3.392","14",9,"GUARD"
"24433","Sara McMANUS","Sweden","3.8462","3.3993","13",9,"GUARD"
"24434","Junko NISHIMURO","Japan","2.7273","3.392","11",9,"GUARD"
"24435","Jenna MARTIN","United States","3.3000","3.3684","10",9,"GUARD"
"24436","Mao ISHIGAKI","Japan","3.4000","3.4052","10",9,"GUARD"
"24437","YANG Tae I","Korea","1.3000","3.356","10",9,"GUARD"
"24438","Mili SMITH","Scotland","3.3333","3.3657","9",9,"GUARD"
"24439","Karen KLEIN","Canada","2.7500","3.3686","8",9,"GUARD"
"24440","Sophie SINCLAIR","Scotland","3.0000","3.1294","8",9,"GUARD"
"24441","Tori KOANA","Japan","3.1250","3.3511","8",9,"GUARD"
"24442","KIM Su Jin","Korea","2.2500","3.1067","8",9,"GUARD"
"24443","Anna SIDOROVA","Russia","3.8571","3.3241","7",9,"GUARD"
"24444","DONG Ziqi","China","2.5714","3.3431","7",9,"GUARD"
"24445","Arisa KOTANI","Japan","2.8333","3.1683","6",9,"GUARD"
"24446","JIANG Yilun","China","3.1667","3.3093","6",9,"GUARD"
"24447","Vanessa FOSTER","Canada","3.5000","3.3754","6",9,"GUARD"
"24448","ZHANG Lijun","China","3.6000","3.3319","5",9,"GUARD"
"24449","Darcy ROBERTSON","Canada","3.8000","3.3914","5",9,"GUARD"
"24450","KIM Minji","Korea","2.7500","3.2191","4",9,"GUARD"
"24451","Naomi BROWN","Scotland","3.2500","3.3577","4",9,"GUARD"
"24452","Julia GUZIEVA","Russia","3.3333","3.1093","3",9,"GUARD"
"24453","KIM Hyerin","Korea","3.3333","3.461","3",9,"GUARD"
"24454","Theresa CANNON","Canada","4.0000","3.3849","2",9,"GUARD"
"24455","Sofia MABERGS","Sweden","4.0000","3.1093","2",9,"GUARD"
"24456","Madison BEAR","United States","3.0000","3.1093","2",9,"GUARD"
"24457","JIANG Xindi","China","4.0000","3.4226","2",9,"GUARD"
"24458","Sophie JACKSON","Scotland","2.0000","3.2942","1",9,"GUARD"
"24459","YANG Tae I","Korea","3.3913","3.5853","23",9,"CLEARING"
"24460","Agnes KNOCHENHAUER","Sweden","3.8750","3.5717","16",9,"CLEARING"
"24461","Yulia PORTUNOVA","Russia","3.6923","3.5686","13",9,"CLEARING"
"24462","Sara McMANUS","Sweden","3.8000","3.6689","10",9,"CLEARING"
"24463","KIM Hyerin","Korea","3.8889","3.6427","9",9,"CLEARING"
"24464","DONG Ziqi","China","3.3750","3.5554","9",9,"CLEARING"
"24465","Jenna MARTIN","United States","3.7778","3.5857","9",9,"CLEARING"
"24466","Anna HASSELBORG","Sweden","4.0000","3.6806","7",9,"CLEARING"
"24467","Sophie JACKSON","Scotland","4.0000","3.5923","6",9,"CLEARING"
"24468","KIM Minji","Korea","3.6667","3.5453","6",9,"CLEARING"
"24469","Margarita FOMINA","Russia","3.6667","3.6386","6",9,"CLEARING"
"24470","Mao ISHIGAKI","Japan","4.0000","3.5818","5",9,"CLEARING"
"24471","Vanessa FOSTER","Canada","3.2000","3.4898","5",9,"CLEARING"
"24472","ZHANG Lijun","China","3.4000","3.6517","5",9,"CLEARING"
"24473","Mili SMITH","Scotland","4.0000","3.5658","5",9,"CLEARING"
"24474","Darcy ROBERTSON","Canada","2.5000","3.5337","4",9,"CLEARING"
"24475","Vicky PERSINGER","United States","4.0000","3.5953","4",9,"CLEARING"
"24476","Naomi BROWN","Scotland","4.0000","3.654","3",9,"CLEARING"
"24477","Karen KLEIN","Canada","3.3333","3.5587","3",9,"CLEARING"
"24478","Cory CHRISTENSEN","United States","4.0000","3.5904","3",9,"CLEARING"
"24479","JIANG Yilun","China","4.0000","3.6656","3",9,"CLEARING"
"24480","Junko NISHIMURO","Japan","4.0000","3.5949","2",9,"CLEARING"
"24481","Anna SIDOROVA","Russia","4.0000","3.5284","1",9,"CLEARING"
"24482","Theresa CANNON","Canada","4.0000","2.9185","1",9,"CLEARING"
"24483","Tori KOANA","Japan","2.0000","3.2051","1",9,"CLEARING"
"24484","Agnes KNOCHENHAUER","Sweden","2.9091","2.8181","11",9,"DOUBLE"
"24485","Anna HASSELBORG","Sweden","2.8889","2.6755","9",9,"DOUBLE"
"24486","Tori KOANA","Japan","2.7778","2.5453","9",9,"DOUBLE"
"24487","Sara McMANUS","Sweden","2.7500","2.7799","8",9,"DOUBLE"
"24488","Yulia PORTUNOVA","Russia","3.7143","2.7971","7",9,"DOUBLE"
"24489","KIM Minji","Korea","3.4286","2.7942","7",9,"DOUBLE"
"24490","Naomi BROWN","Scotland","3.1429","2.7429","7",9,"DOUBLE"
"24491","Mao ISHIGAKI","Japan","3.7143","2.8548","7",9,"DOUBLE"
"24492","Vanessa FOSTER","Canada","2.8333","2.7799","6",9,"DOUBLE"
"24493","Junko NISHIMURO","Japan","2.6667","2.7561","6",9,"DOUBLE"
"24494","JIANG Yilun","China","1.3333","2.5834","6",9,"DOUBLE"
"24495","Jenna MARTIN","United States","3.3333","2.797","6",9,"DOUBLE"
"24496","Sophie JACKSON","Scotland","2.5000","2.6802","6",9,"DOUBLE"
"24497","ZHANG Lijun","China","2.0000","2.7335","5",9,"DOUBLE"
"24498","YANG Tae I","Korea","2.8000","2.8108","5",9,"DOUBLE"
"24499","Vicky PERSINGER","United States","3.6000","2.901","5",9,"DOUBLE"
"24500","KIM Hyerin","Korea","4.0000","2.8109","5",9,"DOUBLE"
"24501","Anna SIDOROVA","Russia","1.8000","2.4962","5",9,"DOUBLE"
"24502","Karen KLEIN","Canada","3.5000","2.7014","4",9,"DOUBLE"
"24503","DONG Ziqi","China","3.2500","2.8295","4",9,"DOUBLE"
"24504","Darcy ROBERTSON","Canada","2.0000","2.6168","3",9,"DOUBLE"
"24505","Margarita FOMINA","Russia","4.0000","2.7053","2",9,"DOUBLE"
"24506","Mili SMITH","Scotland","4.0000","2.8642","1",9,"DOUBLE"
"24507","Cory CHRISTENSEN","United States","2.0000","2.3824","1",9,"DOUBLE"
"24508","Darcy ROBERTSON","Canada","1.5000","2.3769","6",9,"RAISE"
"24509","Agnes KNOCHENHAUER","Sweden","3.8000","2.866","5",9,"RAISE"
"24510","Tori KOANA","Japan","1.5000","2.5187","4",9,"RAISE"
"24511","Arisa KOTANI","Japan","2.6667","2.7785","3",9,"RAISE"
"24512","Vicky PERSINGER","United States","2.6667","2.8101","3",9,"RAISE"
"24513","Mao ISHIGAKI","Japan","2.6667","2.8362","3",9,"RAISE"
"24514","Mili SMITH","Scotland","2.6667","2.6611","3",9,"RAISE"
"24515","Junko NISHIMURO","Japan","3.0000","2.7038","3",9,"RAISE"
"24516","ZHANG Lijun","China","4.0000","2.7307","2",9,"RAISE"
"24517","KIM Minji","Korea","2.0000","2.7137","2",9,"RAISE"
"24518","Cory CHRISTENSEN","United States","2.5000","2.5487","2",9,"RAISE"
"24519","KIM Hyerin","Korea","1.5000","2.5738","2",9,"RAISE"
"24520","Karen KLEIN","Canada","2.0000","2.7388","2",9,"RAISE"
"24521","Sophie JACKSON","Scotland","2.0000","2.4483","2",9,"RAISE"
"24522","Anna SIDOROVA","Russia","2.0000","2.5708","2",9,"RAISE"
"24523","Vanessa FOSTER","Canada","3.0000","2.6314","2",9,"RAISE"
"24524","Yulia PORTUNOVA","Russia","0.0000","2.5373","1",9,"RAISE"
"24525","Sofia MABERGS","Sweden","4.0000","3.2027","1",9,"RAISE"
"24526","Margarita FOMINA","Russia","4.0000","2.7717","1",9,"RAISE"
"24527","DONG Ziqi","China","0.0000","2.4924","1",9,"RAISE"
"24528","Madison BEAR","United States","4.0000","3.2027","1",9,"RAISE"
"24529","Julia GUZIEVA","Russia","3.0000","3.2027","1",9,"RAISE"
"24530","JIANG Yilun","China","0.0000","1.3351","1",9,"RAISE"
"24531","Sophie SINCLAIR","Scotland","4.0000","2.7442","1",9,"RAISE"
"24532","Anna HASSELBORG","Sweden","2.0000","2.4217","1",9,"RAISE"
"24533","Sara McMANUS","Sweden","4.0000","2.8723","1",9,"RAISE"
"24534","KIM Su Jin","Korea","0.0000","3.0349","1",9,"RAISE"
"24535","Sophie JACKSON","Scotland","2.5000","2.6406","2",9,"FREEZE"
"24536","Cory CHRISTENSEN","United States","2.0000","2.5151","2",9,"FREEZE"
"24537","DONG Ziqi","China","0.0000","2.8122","2",9,"FREEZE"
"24538","JIANG Yilun","China","3.0000","2.8132","2",9,"FREEZE"
"24539","Sara McMANUS","Sweden","4.0000","2.8696","2",9,"FREEZE"
"24540","Julia GUZIEVA","Russia","4.0000","3.0044","1",9,"FREEZE"
"24541","Sofia MABERGS","Sweden","3.0000","3.1982","1",9,"FREEZE"
"24542","Anna HASSELBORG","Sweden","1.0000","2.8144","1",9,"FREEZE"
"24543","Vicky PERSINGER","United States","4.0000","2.8033","1",9,"FREEZE"
"24544","Jenna MARTIN","United States","4.0000","2.8511","1",9,"FREEZE"
"24545","Junko NISHIMURO","Japan","4.0000","2.9144","1",9,"FREEZE"
"24546","Tori KOANA","Japan","4.0000","2.5382","1",9,"FREEZE"
"24547","Anna SIDOROVA","Russia","4.0000","2.8819","1",9,"FREEZE"
"24548","Margarita FOMINA","Russia","4.0000","2.8762","1",9,"FREEZE"
"24549","ZHANG Lijun","China","1.0000","2.7318","1",9,"FREEZE"
"24550","Mao ISHIGAKI","Japan","4.0000","3.0494","1",9,"FREEZE"
"24551","Naomi BROWN","Scotland","3.0000","2.6481","1",9,"FREEZE"
"24552","Mili SMITH","Scotland","3.0000","2.9323","1",9,"FREEZE"
"24553","Sofia MABERGS","Sweden","2.8182","2.4909","11",9,"WICK"
"24554","Arisa KOTANI","Japan","2.9000","2.4951","10",9,"WICK"
"24555","KIM Su Jin","Korea","3.0000","2.4392","4",9,"WICK"
"24556","JIANG Xindi","China","2.3333","2.5519","3",9,"WICK"
"24557","Madison BEAR","United States","2.0000","2.5857","3",9,"WICK"
"24558","Julia GUZIEVA","Russia","2.5000","2.5153","2",9,"WICK"
"24559","Karen KLEIN","Canada","4.0000","2.6776","2",9,"WICK"
"24560","Sophie JACKSON","Scotland","0.0000","2.5","1",9,"WICK"
"24561","Naomi BROWN","Scotland","4.0000","2.9227","1",9,"WICK"
"24562","Junko NISHIMURO","Japan","3.0000","3.0332","1",9,"WICK"
"24563","Mili SMITH","Scotland","4.0000","2.9554","1",9,"WICK"
"24564","Theresa CANNON","Canada","2.0000","3.1076","1",9,"WICK"
"24565","ZHANG Lijun","China","4.0000","3.009","1",9,"WICK"
"24566","Briane Meilleur","Einarson","3.8235","3.2117","17",43,"DRAW"
"24567","Kerri Einarson","Einarson","2.6667","2.8519","12",43,"DRAW"
"24568","Shannon Birchard","Einarson","2.9000","2.8999","10",43,"DRAW"
"24569","Kristin MacCuish","Fleury","3.2500","3.248","8",43,"DRAW"
"24570","Darcy Robertson","Robertson","2.5000","2.7609","8",43,"DRAW"
"24571","Tracy Fleury","Fleury","3.1429","3.0384","7",43,"DRAW"
"24572","Val Sweeting","Einarson","2.7143","2.8114","7",43,"DRAW"
"24573","Theresa Cannon","Robertson","2.8000","3.1292","5",43,"DRAW"
"24574","Vanessa Foster","Robertson","3.2000","2.9069","5",43,"DRAW"
"24575","Karen Klein","Robertson","2.4000","2.8673","5",43,"DRAW"
"24576","Selena Njegovan","Fleury","3.5000","2.8469","4",43,"DRAW"
"24577","Liz Fyfe","Fleury","3.2500","2.8302","4",43,"DRAW"
"24578","Kerri Einarson","Einarson","3.0714","3.101","14",43,"TAKE-OUT"
"24579","Val Sweeting","Einarson","3.5455","3.1904","11",43,"TAKE-OUT"
"24580","Shannon Birchard","Einarson","2.8750","3.1685","8",43,"TAKE-OUT"
"24581","Selena Njegovan","Fleury","2.8333","3.2473","6",43,"TAKE-OUT"
"24582","Tracy Fleury","Fleury","2.6667","3.0835","6",43,"TAKE-OUT"
"24583","Darcy Robertson","Robertson","2.4000","3.1646","5",43,"TAKE-OUT"
"24584","Liz Fyfe","Fleury","3.3333","3.099","3",43,"TAKE-OUT"
"24585","Briane Meilleur","Einarson","4.0000","3.1854","3",43,"TAKE-OUT"
"24586","Kristin MacCuish","Fleury","3.5000","3.1436","2",43,"TAKE-OUT"
"24587","Theresa Cannon","Robertson","2.5000","3.1362","2",43,"TAKE-OUT"
"24588","Karen Klein","Robertson","4.0000","3.2276","2",43,"TAKE-OUT"
"24589","Vanessa Foster","Robertson","2.5000","2.9886","2",43,"TAKE-OUT"
"24590","Briane Meilleur","Einarson","4.0000","3.5721","12",43,"FRONT"
"24591","Theresa Cannon","Robertson","3.7000","3.6288","10",43,"FRONT"
"24592","Kristin MacCuish","Fleury","4.0000","3.5868","7",43,"FRONT"
"24593","Liz Fyfe","Fleury","3.5000","3.5019","6",43,"FRONT"
"24594","Vanessa Foster","Robertson","3.5000","3.5345","6",43,"FRONT"
"24595","Shannon Birchard","Einarson","3.7500","3.5232","4",43,"FRONT"
"24596","Val Sweeting","Einarson","3.0000","3.5301","4",43,"FRONT"
"24597","Selena Njegovan","Fleury","3.6667","3.5489","3",43,"FRONT"
"24598","Karen Klein","Robertson","4.0000","3.6409","3",43,"FRONT"
"24599","Kerri Einarson","Einarson","3.0000","3.4181","1",43,"FRONT"
"24600","Kerri Einarson","Einarson","3.1667","2.9639","6",43,"HIT-ROLL"
"24601","Karen Klein","Robertson","2.8333","2.9578","6",43,"HIT-ROLL"
"24602","Tracy Fleury","Fleury","2.7500","2.9633","4",43,"HIT-ROLL"
"24603","Val Sweeting","Einarson","3.7500","2.9283","4",43,"HIT-ROLL"
"24604","Shannon Birchard","Einarson","3.3333","2.9037","3",43,"HIT-ROLL"
"24605","Selena Njegovan","Fleury","3.0000","3.0093","2",43,"HIT-ROLL"
"24606","Vanessa Foster","Robertson","3.0000","3.0313","2",43,"HIT-ROLL"
"24607","Darcy Robertson","Robertson","3.5000","2.9924","2",43,"HIT-ROLL"
"24608","Briane Meilleur","Einarson","3.0000","3.1482","2",43,"HIT-ROLL"
"24609","Theresa Cannon","Robertson","2.0000","2.8277","1",43,"HIT-ROLL"
"24610","Selena Njegovan","Fleury","3.0000","3.3546","1",43,"GUARD"
"24611","Tracy Fleury","Fleury","2.0000","3.2986","1",43,"GUARD"
"24612","Shannon Birchard","Einarson","3.8889","3.5833","9",43,"CLEARING"
"24613","Val Sweeting","Einarson","3.0000","3.6392","8",43,"CLEARING"
"24614","Liz Fyfe","Fleury","4.0000","3.5731","4",43,"CLEARING"
"24615","Karen Klein","Robertson","2.5000","3.4084","2",43,"CLEARING"
"24616","Vanessa Foster","Robertson","4.0000","3.5125","1",43,"CLEARING"
"24617","Darcy Robertson","Robertson","2.0000","3.7145","1",43,"CLEARING"
"24618","Kerri Einarson","Einarson","3.5000","2.6722","2",43,"DOUBLE"
"24619","Val Sweeting","Einarson","1.0000","2.8272","2",43,"DOUBLE"
"24620","Shannon Birchard","Einarson","1.0000","2.7437","1",43,"DOUBLE"
"24621","Vanessa Foster","Robertson","2.0000","2.8434","1",43,"DOUBLE"
"24622","Selena Njegovan","Fleury","0.0000","2.6408","1",43,"RAISE"
"24623","Liz Fyfe","Fleury","2.0000","2.8014","1",43,"RAISE"
"24624","Darcy Robertson","Robertson","2.0000","2.6288","2",43,"FREEZE"
"24625","Kristin MacCuish","Fleury","4.0000","2.8619","1",43,"FREEZE"
"24626","Selena Njegovan","Fleury","4.0000","2.9132","1",43,"FREEZE"
"24627","Kerri Einarson","Einarson","1.0000","2.3467","1",43,"FREEZE"
"24628","Vanessa Foster","Robertson","1.0000","2.8451","1",43,"FREEZE"
"24629","Briane Meilleur","Einarson","4.0000","2.3481","2",43,"WICK"
"24630","Sarah Loken","BC","3.2126","2.9418","127",124,"DRAW"
"24631","Paige Papley","AB","3.0794","3.0075","126",124,"DRAW"
"24632","Lindsey Burgess","NS","2.9615","2.9318","104",124,"DRAW"
"24633","Noémie Gauthier","QC","3.0319","2.9369","94",124,"DRAW"
"24634","Sarah Daniels","BC","2.8681","2.5391","91",124,"DRAW"
"24635","Jessica Humphries","BC","2.8864","2.6327","88",124,"DRAW"
"24636","Kate Sherry","NO","2.9765","2.9175","85",124,"DRAW"
"24637","Caitlyn Labossiere","MB","3.1548","2.901","84",124,"DRAW"
"24638","Sadie Pinksen","NU","1.5732","2.3971","82",124,"DRAW"
"24639","Samantha McLaren","Host","2.9630","2.9018","81",124,"DRAW"
"24640","Christianne West","NU","2.1974","2.6236","76",124,"DRAW"
"24641","Camille Burt","NL","2.9342","2.9471","76",124,"DRAW"
"24642","Mackenzie Zacharias","MB","2.8400","2.5816","75",124,"DRAW"
"24643","Chantel Hoag","Host","2.6622","2.6523","74",124,"DRAW"
"24644","Selena Sturmay","AB","2.7945","2.6404","73",124,"DRAW"
"24645","Kayla MacMillan","BC","2.6849","2.6123","73",124,"DRAW"
"24646","Alice Holyoke","ON","3.0000","2.9265","73",124,"DRAW"
"24647","Lexie Murray","PE","3.0694","2.9118","72",124,"DRAW"
"24648","Kaitlyn Jones","NS","2.6056","2.5148","71",124,"DRAW"
"24649","Karlee Burgess","NS","3.0986","2.6596","71",124,"DRAW"
"24650","Keira McLaughlin","NB","3.1972","2.9261","71",124,"DRAW"
"24651","Emily Zacharias","MB","3.0857","2.6429","70",124,"DRAW"
"24652","Calissa Daly","ON","2.6812","2.6112","69",124,"DRAW"
"24653","Jade Goebel","SK","2.4265","2.8647","68",124,"DRAW"
"24654","Abigail Atienza","NU","2.3788","2.8166","66",124,"DRAW"
"24655","Emily Riley","QC","2.8000","2.6376","65",124,"DRAW"
"24656","Sara England","SK","2.6462","2.557","65",124,"DRAW"
"24657","Lauren Ferguson","PE","2.7538","2.5366","65",124,"DRAW"
"24658","Justine Comeau","NB","2.7500","2.5441","64",124,"DRAW"
"24659","Skylar Ackerman","Host","2.4921","2.5675","63",124,"DRAW"
"24660","Sara Guy","NO","2.7419","2.6457","62",124,"DRAW"
"24661","Tyanna Bain","NT","2.1639","2.5283","61",124,"DRAW"
