"","athlete","team","avg_pts","exp_pts","n","event_id","task"
"31035","Zachary Griffiths-Julien","QC (Cheal)","2.7234","2.9263","47",145,"TAKE-OUT"
"31036","Jacob Libbus","AB (Libbus)","3.3261","3.038","46",145,"TAKE-OUT"
"31037","Hazen Enman","ON (Enman)","2.9783","2.9771","46",145,"TAKE-OUT"
"31038","Trevor Johnson","SK (Kleiter)","3.3261","3.0174","46",145,"TAKE-OUT"
"31039","Scott Mitchell","ON (Enman)","2.8444","2.9548","45",145,"TAKE-OUT"
"31040","Simon-Olivier Hebert","QC (Cheal)","2.3864","2.9933","44",145,"TAKE-OUT"
"31041","Lucius Lee","NT (Lee)","1.7500","2.8644","44",145,"TAKE-OUT"
"31042","Greg Cheal","QC (Cheal)","2.5455","2.8903","44",145,"TAKE-OUT"
"31043","Andrew Lawrence","NL (Lawrence)","2.4186","2.9449","43",145,"TAKE-OUT"
"31044","Adam Tracy","NB (Marin)","2.7857","2.9584","42",145,"TAKE-OUT"
"31045","Jordan Peters","MB (Walter)","3.1190","2.9995","42",145,"TAKE-OUT"
"31046","Jacob Wilkins","PE (DeWolfe)","2.8095","3.0096","42",145,"TAKE-OUT"
"31047","Liam Marin","NB (Marin)","3.1750","2.9161","40",145,"TAKE-OUT"
"31048","James Trickett","NL (Lawrence)","3.0256","2.9552","39",145,"TAKE-OUT"
"31049","Nicholas Bissonnette","NO (Horgan)","2.9487","2.9502","39",145,"TAKE-OUT"
"31050","Donald DeWolfe","PE (DeWolfe)","2.9744","2.9421","39",145,"TAKE-OUT"
"31051","Zachary Wasylik","MB (Walter)","3.0000","2.9682","39",145,"TAKE-OUT"
"31052","Jake Flemming","NS (Abraham)","2.7632","2.9521","38",145,"TAKE-OUT"
"31053","Coleton Vriesendorp","NL (Lawrence)","3.3333","3.0176","33",145,"TAKE-OUT"
"31054","James Trahan","QC (Cheal)","2.1250","2.8754","32",145,"TAKE-OUT"
"31055","Logan Waddell","NT (Lee)","1.7419","2.8967","31",145,"TAKE-OUT"
"31056","Alexander Gallant","PE (DeWolfe)","3.1429","2.9326","28",145,"TAKE-OUT"
"31057","Donovan Lanteigne","NB (Marin)","3.0000","2.9695","26",145,"TAKE-OUT"
"31058","Tyler McWillie","AB (Libbus)","3.0769","2.8889","26",145,"TAKE-OUT"
"31059","Scott Gray","BC (Tardi)","3.3462","2.9104","26",145,"TAKE-OUT"
"31060","Matthieu Taillon","SK (Kleiter)","3.0000","2.9567","25",145,"TAKE-OUT"
"31061","Liam Tod","MB (Walter)","3.1304","2.9055","23",145,"TAKE-OUT"
"31062","Ryan Mitchell","ON (Enman)","2.5500","2.9435","20",145,"TAKE-OUT"
"31063","Thomas Mosher","NS (Abraham)","3.2105","2.9569","19",145,"TAKE-OUT"
"31064","Shane Robinson","NO (Horgan)","3.0588","2.9461","17",145,"TAKE-OUT"
"31065","Matthew Magee","NB (Marin)","3.2500","2.8509","16",145,"TAKE-OUT"
"31066","Nicholas Johnston","PE (DeWolfe)","2.6429","2.841","14",145,"TAKE-OUT"
"31067","Alex Phillips","NL (Lawrence)","2.3846","2.9445","13",145,"TAKE-OUT"
"31068","Kyle Rogers","NT (Lee)","2.6154","2.8726","13",145,"TAKE-OUT"
"31069","UNKNOWN","NT (Lee)","2.6667","2.9311","9",145,"TAKE-OUT"
"31070","Matthew Magee","NB (Marin)","3.6875","3.3257","48",145,"FRONT"
"31071","Tyler McWillie","AB (Libbus)","3.4091","3.3341","44",145,"FRONT"
"31072","Scott Gray","BC (Tardi)","3.4524","3.3411","42",145,"FRONT"
"31073","Nicholas Johnston","PE (DeWolfe)","3.1000","3.3381","40",145,"FRONT"
"31074","Kyle Rogers","NT (Lee)","2.2051","3.3056","39",145,"FRONT"
"31075","Liam Tod","MB (Walter)","3.5385","3.3453","39",145,"FRONT"
"31076","James Trahan","QC (Cheal)","3.4474","3.3278","38",145,"FRONT"
"31077","Shane Robinson","NO (Horgan)","3.2703","3.3412","37",145,"FRONT"
"31078","Thomas Mosher","NS (Abraham)","3.6286","3.3575","35",145,"FRONT"
"31079","Matthieu Taillon","SK (Kleiter)","3.4545","3.3388","33",145,"FRONT"
"31080","Alex Phillips","NL (Lawrence)","3.2258","3.349","31",145,"FRONT"
"31081","Ryan Mitchell","ON (Enman)","3.4444","3.3377","27",145,"FRONT"
"31082","Alexander Gallant","PE (DeWolfe)","3.3810","3.4015","21",145,"FRONT"
"31083","Zachary Wasylik","MB (Walter)","3.5385","3.4082","13",145,"FRONT"
"31084","James Trickett","NL (Lawrence)","3.6923","3.4193","13",145,"FRONT"
"31085","Derek Chandler","BC (Tardi)","3.8333","3.4568","12",145,"FRONT"
"31086","Coleton Vriesendorp","NL (Lawrence)","3.1818","3.3893","11",145,"FRONT"
"31087","Logan Waddell","NT (Lee)","3.1818","3.3954","11",145,"FRONT"
"31088","Nicholas Bissonnette","NO (Horgan)","3.6000","3.4148","10",145,"FRONT"
"31089","Joshua Mattern","SK (Kleiter)","4.0000","3.4597","10",145,"FRONT"
"31090","Scott Mitchell","ON (Enman)","3.6667","3.4436","6",145,"FRONT"
"31091","Jake Flemming","NS (Abraham)","2.8333","3.4301","6",145,"FRONT"
"31092","Maxwel Cull","NO (Horgan)","3.2000","3.3809","5",145,"FRONT"
"31093","Pacen Anderson","AB (Libbus)","3.8000","3.468","5",145,"FRONT"
"31094","Adam Tracy","NB (Marin)","2.6000","3.3334","5",145,"FRONT"
"31095","Donovan Lanteigne","NB (Marin)","2.0000","3.3327","5",145,"FRONT"
"31096","Jacob Wilkins","PE (DeWolfe)","2.8000","3.4071","5",145,"FRONT"
"31097","Trevor Johnson","SK (Kleiter)","4.0000","3.2419","4",145,"FRONT"
"31098","Daniel Van Veghel","ON (Enman)","4.0000","3.3586","4",145,"FRONT"
"31099","Jordan Peters","MB (Walter)","2.5000","3.3517","4",145,"FRONT"
"31100","Sterling Middleton","BC (Tardi)","3.3333","3.3085","3",145,"FRONT"
"31101","Mitchell Cortello","NS (Abraham)","4.0000","3.3491","2",145,"FRONT"
"31102","Brett Walter","MB (Walter)","2.0000","3.4299","1",145,"FRONT"
"31103","Donald DeWolfe","PE (DeWolfe)","4.0000","3.4588","1",145,"FRONT"
"31104","Adam Naugler","NT (Lee)","0.0000","3.375","1",145,"FRONT"
"31105","Andrew Lawrence","NL (Lawrence)","4.0000","3.108","1",145,"FRONT"
"31106","Zachary Griffiths-Julien","QC (Cheal)","3.0000","3.5343","1",145,"FRONT"
"31107","Jacob Libbus","AB (Libbus)","1.0000","3.4299","1",145,"FRONT"
"31108","Maxwel Cull","NO (Horgan)","3.2000","2.8676","20",145,"HIT-ROLL"
"31109","Jake Flemming","NS (Abraham)","2.7000","2.7026","20",145,"HIT-ROLL"
"31110","Ryan Abraham","NS (Abraham)","2.7895","2.7392","19",145,"HIT-ROLL"
"31111","Mitchell Cortello","NS (Abraham)","2.8333","2.7544","18",145,"HIT-ROLL"
"31112","Jacob Libbus","AB (Libbus)","2.6471","2.7896","17",145,"HIT-ROLL"
"31113","Jacob Wilkins","PE (DeWolfe)","2.5625","2.7661","16",145,"HIT-ROLL"
"31114","Trevor Johnson","SK (Kleiter)","3.6667","2.8574","15",145,"HIT-ROLL"
"31115","Scott Mitchell","ON (Enman)","2.2857","2.6904","14",145,"HIT-ROLL"
"31116","Jordan Peters","MB (Walter)","2.8571","2.8586","14",145,"HIT-ROLL"
"31117","Riley Helston","AB (Libbus)","3.0714","2.8771","14",145,"HIT-ROLL"
"31118","Alexander Gallant","PE (DeWolfe)","2.6429","2.737","14",145,"HIT-ROLL"
"31119","Daniel Van Veghel","ON (Enman)","2.9231","2.8228","13",145,"HIT-ROLL"
"31120","Liam Marin","NB (Marin)","2.7692","2.7173","13",145,"HIT-ROLL"
"31121","Joshua Mattern","SK (Kleiter)","2.2308","2.741","13",145,"HIT-ROLL"
"31122","Adam Tracy","NB (Marin)","2.1667","2.8335","12",145,"HIT-ROLL"
"31123","Nicholas Bissonnette","NO (Horgan)","2.7500","2.7294","12",145,"HIT-ROLL"
"31124","Sterling Middleton","BC (Tardi)","3.0909","2.8684","11",145,"HIT-ROLL"
"31125","Simon-Olivier Hebert","QC (Cheal)","2.2000","2.7767","10",145,"HIT-ROLL"
"31126","Brett Walter","MB (Walter)","2.4000","2.6937","10",145,"HIT-ROLL"
"31127","Tyler Tardi","BC (Tardi)","3.4000","2.6607","10",145,"HIT-ROLL"
"31128","Zachary Griffiths-Julien","QC (Cheal)","2.1111","2.7294","9",145,"HIT-ROLL"
"31129","Donovan Lanteigne","NB (Marin)","2.7778","2.6407","9",145,"HIT-ROLL"
"31130","Rylan Kleiter","SK (Kleiter)","2.8889","2.7785","9",145,"HIT-ROLL"
"31131","Jacob Horgan","NO (Horgan)","3.4444","2.8737","9",145,"HIT-ROLL"
"31132","Donald DeWolfe","PE (DeWolfe)","2.4444","2.7922","9",145,"HIT-ROLL"
"31133","Pacen Anderson","AB (Libbus)","3.1429","2.7366","7",145,"HIT-ROLL"
"31134","Zachary Wasylik","MB (Walter)","3.4286","2.7266","7",145,"HIT-ROLL"
"31135","Greg Cheal","QC (Cheal)","1.8571","2.6488","7",145,"HIT-ROLL"
"31136","Hazen Enman","ON (Enman)","2.6667","2.8463","6",145,"HIT-ROLL"
"31137","James Trickett","NL (Lawrence)","2.1667","2.7209","6",145,"HIT-ROLL"
"31138","Andrew Lawrence","NL (Lawrence)","1.8333","2.9196","6",145,"HIT-ROLL"
"31139","Derek Chandler","BC (Tardi)","1.8333","2.6596","6",145,"HIT-ROLL"
"31140","Logan Waddell","NT (Lee)","1.2000","2.709","5",145,"HIT-ROLL"
"31141","Thomas Mosher","NS (Abraham)","3.4000","2.7262","5",145,"HIT-ROLL"
"31142","Matthew Magee","NB (Marin)","3.0000","2.6775","5",145,"HIT-ROLL"
"31143","Ryan Mitchell","ON (Enman)","2.2500","2.821","4",145,"HIT-ROLL"
"31144","Adam Naugler","NT (Lee)","3.5000","2.7972","4",145,"HIT-ROLL"
"31145","Liam Tod","MB (Walter)","4.0000","2.8084","4",145,"HIT-ROLL"
"31146","Shane Robinson","NO (Horgan)","3.0000","2.6821","3",145,"HIT-ROLL"
"31147","Matthieu Taillon","SK (Kleiter)","2.6667","2.7063","3",145,"HIT-ROLL"
"31148","Tyler McWillie","AB (Libbus)","2.3333","2.7932","3",145,"HIT-ROLL"
"31149","Nicholas Johnston","PE (DeWolfe)","2.6667","2.8291","3",145,"HIT-ROLL"
"31150","Scott Gray","BC (Tardi)","3.3333","2.7486","3",145,"HIT-ROLL"
"31151","Lucius Lee","NT (Lee)","1.6667","2.662","3",145,"HIT-ROLL"
"31152","Coleton Vriesendorp","NL (Lawrence)","2.5000","2.8245","2",145,"HIT-ROLL"
"31153","Alex Phillips","NL (Lawrence)","4.0000","2.7848","1",145,"HIT-ROLL"
"31154","Trevor Johnson","SK (Kleiter)","3.6316","3.2901","19",145,"GUARD"
"31155","Liam Marin","NB (Marin)","3.1875","3.2158","16",145,"GUARD"
"31156","Rylan Kleiter","SK (Kleiter)","3.5000","3.2731","16",145,"GUARD"
"31157","Adam Tracy","NB (Marin)","2.7692","3.1803","13",145,"GUARD"
"31158","Joshua Mattern","SK (Kleiter)","3.1538","3.2473","13",145,"GUARD"
"31159","Jake Flemming","NS (Abraham)","3.0000","3.2483","13",145,"GUARD"
"31160","Mitchell Cortello","NS (Abraham)","3.3846","3.2809","13",145,"GUARD"
"31161","Jordan Peters","MB (Walter)","3.3333","3.2827","12",145,"GUARD"
